證券代碼,年月日,成交量(千股)_週,收盤價(元),收盤價(元)_週
9904 寶成,2010-04-02,68292,25.8,16.92
0050 元大台灣50,2010-04-02,52994,54.75,41.87
1101 台泥,2010-04-09,47186,29.65,17.03
1102 亞泥,2010-04-09,29041,31.45,18.43
1216 統一,2010-04-09,49486,36.7,18.87
1301 台塑,2010-04-09,38492,69.7,45.61
1303 南亞,2010-04-09,41904,66.9,45.57
1326 台化,2010-04-09,27680,76,49.34
1402 遠東新,2010-04-09,74183,36.65,22.18
2002 中鋼,2010-04-09,136092,34.1,22.1
2105 正新,2010-04-09,18212,67.9,25.58
2301 光寶科,2010-04-09,31300,42.85,23.81
2303 聯電,2010-04-09,131878,16.95,11.61
2308 台達電,2010-04-09,28226,101.5,71.86
2317 鴻海,2010-04-09,104061,144.5,72.24
2327 國巨,2010-04-09,69707,12.5,33.25
2330 台積電,2010-04-09,183159,62.7,45.67
2354 鴻準,2010-04-09,43050,130.5,75.56
2357 華碩,2010-04-09,75493,57,128.57
2382 廣達,2010-04-09,39573,61.7,37.32
2395 研華,2010-04-09,3464,69.4,38.28
2408 南亞科,2010-04-09,54209,29.8,234.69
2409 友達,2010-04-09,175347,35.75,27.5
2412 中華電,2010-04-09,53990,61.7,47.19
2454 聯發科,2010-04-09,15359,557,376.24
2474 可成,2010-04-09,38171,79.6,61.17
2492 華新科,2010-04-09,137437,22.4,22.94
2801 彰銀,2010-04-09,43078,14.7,7.93
2823 中壽,2010-04-09,57132,25.95,10.07
2880 華南金,2010-04-09,18060,19.85,9.53
2881 富邦金,2010-04-09,55129,38.55,23.38
2882 國泰金,2010-04-09,81763,55,33.07
2883 開發金,2010-04-09,60923,9.31,6.14
2884 玉山金,2010-04-09,46265,13.9,5.82
2885 元大金,2010-04-09,183110,20.35,13.27
2886 兆豐金,2010-04-09,64706,18.75,11.34
2887 台新金,2010-04-09,70799,13.2,5.92
2890 永豐金,2010-04-09,140733,11.6,6.01
2891 中信金,2010-04-09,131784,18.45,8.07
2892 第一金,2010-04-09,55998,18.2,8.6
2912 統一超,2010-04-09,6948,79.5,58.38
3008 大立光,2010-04-09,5655,487,419.63
3045 台灣大,2010-04-09,16998,59.8,39.97
3481 群創,2010-04-09,76804,48.8,40.91
4904 遠傳,2010-04-09,17436,38,24.07
6505 台塑化,2010-04-09,14876,86,63.15
9904 寶成,2010-04-09,33612,26.05,17.08
0050 元大台灣50,2010-04-09,37666,55.2,42.21
1101 台泥,2010-04-16,68829,30.05,17.26
1102 亞泥,2010-04-16,29179,32.4,18.98
1216 統一,2010-04-16,60711,37.75,19.41
1301 台塑,2010-04-16,37933,70.5,46.14
1303 南亞,2010-04-16,33295,67,45.64
1326 台化,2010-04-16,33224,78,50.64
1402 遠東新,2010-04-16,83990,37.25,22.55
2002 中鋼,2010-04-16,192734,34.9,22.62
2105 正新,2010-04-16,30471,69.5,26.18
2301 光寶科,2010-04-16,31821,41.35,22.97
2303 聯電,2010-04-16,169546,16.7,11.44
2308 台達電,2010-04-16,38668,102.5,72.56
2317 鴻海,2010-04-16,95463,141,70.49
2327 國巨,2010-04-16,210489,15.05,40.03
2330 台積電,2010-04-16,257188,63,45.89
2354 鴻準,2010-04-16,23828,129,74.7
2357 華碩,2010-04-16,120366,58.4,131.73
2382 廣達,2010-04-16,50492,60.2,36.41
2395 研華,2010-04-16,4000,70,38.61
2408 南亞科,2010-04-16,59406,28.8,226.81
2409 友達,2010-04-16,147915,35.7,27.46
2412 中華電,2010-04-16,50888,61.9,47.34
2454 聯發科,2010-04-16,14677,546,368.81
2474 可成,2010-04-16,18742,81,62.25
2492 華新科,2010-04-16,103893,23,23.55
2801 彰銀,2010-04-16,37207,14.6,7.88
2823 中壽,2010-04-16,43789,25.2,9.78
2880 華南金,2010-04-16,14359,19.6,9.41
2881 富邦金,2010-04-16,57286,38.5,23.35
2882 國泰金,2010-04-16,72059,53.8,32.35
2883 開發金,2010-04-16,59163,9.2,6.07
2884 玉山金,2010-04-16,36809,13.7,5.74
2885 元大金,2010-04-16,162080,19.95,13.01
2886 兆豐金,2010-04-16,69295,18.7,11.31
2887 台新金,2010-04-16,100613,12.75,5.72
2890 永豐金,2010-04-16,58337,11.35,5.88
2891 中信金,2010-04-16,148284,18.15,7.94
2892 第一金,2010-04-16,86702,17.75,8.38
2912 統一超,2010-04-16,18123,85,62.42
3008 大立光,2010-04-16,5589,499,429.97
3045 台灣大,2010-04-16,23505,60.3,40.31
3481 群創,2010-04-16,127397,46.8,39.24
4904 遠傳,2010-04-16,25488,38,24.07
6505 台塑化,2010-04-16,9153,83.7,61.46
9904 寶成,2010-04-16,89620,27.25,17.87
0050 元大台灣50,2010-04-16,52228,55.2,42.21
1101 台泥,2010-04-23,111767,27.8,15.97
1102 亞泥,2010-04-23,24329,30.6,17.93
1216 統一,2010-04-23,32466,36.5,18.77
1301 台塑,2010-04-23,49646,68.7,44.96
1303 南亞,2010-04-23,40012,63.8,43.46
1326 台化,2010-04-23,28157,75,48.69
1402 遠東新,2010-04-23,69071,34.7,21
2002 中鋼,2010-04-23,254831,33.1,21.45
2105 正新,2010-04-23,32063,68.3,25.73
2301 光寶科,2010-04-23,37158,41.1,22.83
2303 聯電,2010-04-23,154981,16.2,11.09
2308 台達電,2010-04-23,30449,101,71.5
2317 鴻海,2010-04-23,142164,144.5,72.24
2327 國巨,2010-04-23,332785,15.5,41.23
2330 台積電,2010-04-23,296504,61.7,44.94
2354 鴻準,2010-04-23,48943,134,77.59
2357 華碩,2010-04-23,141514,59.3,133.76
2382 廣達,2010-04-23,53949,60.3,36.47
2395 研華,2010-04-23,7333,70.8,39.05
2408 南亞科,2010-04-23,63067,29.5,232.32
2409 友達,2010-04-23,332079,37.65,28.96
2412 中華電,2010-04-23,74771,61.5,47.04
2454 聯發科,2010-04-23,36010,563,380.29
2474 可成,2010-04-23,52018,84.1,64.63
2492 華新科,2010-04-23,100196,24.1,24.68
2801 彰銀,2010-04-23,52395,14.25,7.69
2823 中壽,2010-04-23,44312,24.85,9.64
2880 華南金,2010-04-23,30013,18.5,8.88
2881 富邦金,2010-04-23,64175,37.35,22.65
2882 國泰金,2010-04-23,116869,50.8,30.54
2883 開發金,2010-04-23,83737,8.78,5.79
2884 玉山金,2010-04-23,34743,13.45,5.63
2885 元大金,2010-04-23,162623,18.9,12.32
2886 兆豐金,2010-04-23,92459,18.05,10.92
2887 台新金,2010-04-23,88626,12.5,5.6
2890 永豐金,2010-04-23,71285,10.7,5.55
2891 中信金,2010-04-23,136317,17.8,7.78
2892 第一金,2010-04-23,86538,17.3,8.17
2912 統一超,2010-04-23,10057,84,61.69
3008 大立光,2010-04-23,9225,514,442.9
3045 台灣大,2010-04-23,28007,58.8,39.3
3481 群創,2010-04-23,134493,47.25,39.61
4904 遠傳,2010-04-23,31359,37.7,23.88
6505 台塑化,2010-04-23,14224,81.7,59.99
9904 寶成,2010-04-23,62901,26.3,17.25
0050 元大台灣50,2010-04-23,45197,54.75,41.87
1101 台泥,2010-04-30,65891,28.3,16.26
1102 亞泥,2010-04-30,71184,29.6,17.34
1216 統一,2010-04-30,116980,35.05,18.03
1301 台塑,2010-04-30,40985,70,45.81
1303 南亞,2010-04-30,56037,66.2,45.1
1326 台化,2010-04-30,71143,79.5,51.61
1402 遠東新,2010-04-30,59769,34.4,20.82
2002 中鋼,2010-04-30,130853,33.5,21.71
2105 正新,2010-04-30,38798,67.7,25.51
2301 光寶科,2010-04-30,40704,41.9,23.28
2303 聯電,2010-04-30,278844,16,10.96
2308 台達電,2010-04-30,29534,104.5,73.98
2317 鴻海,2010-04-30,247160,148.5,74.24
2327 國巨,2010-04-30,200373,15.1,40.16
2330 台積電,2010-04-30,250867,61.8,45.02
2354 鴻準,2010-04-30,25424,131,75.85
2357 華碩,2010-04-30,138496,61,137.6
2382 廣達,2010-04-30,85352,59.3,35.87
2395 研華,2010-04-30,4843,70.7,39
2408 南亞科,2010-04-30,34832,27.65,217.75
2409 友達,2010-04-30,240486,36.6,28.16
2412 中華電,2010-04-30,67443,61.5,47.04
2454 聯發科,2010-04-30,36691,534,360.7
2474 可成,2010-04-30,35269,83.2,63.94
2492 華新科,2010-04-30,84579,20.4,20.89
2801 彰銀,2010-04-30,47383,14.15,7.64
2823 中壽,2010-04-30,48970,25.05,9.72
2880 華南金,2010-04-30,27725,18.5,8.88
2881 富邦金,2010-04-30,124011,38.5,23.35
2882 國泰金,2010-04-30,138687,50.5,30.36
2883 開發金,2010-04-30,116963,8.85,5.83
2884 玉山金,2010-04-30,41264,14,5.86
2885 元大金,2010-04-30,169687,18.85,12.29
2886 兆豐金,2010-04-30,83058,18.4,11.13
2887 台新金,2010-04-30,109660,12.2,5.47
2890 永豐金,2010-04-30,89363,10.75,5.57
2891 中信金,2010-04-30,135547,17.8,7.78
2892 第一金,2010-04-30,81940,17.35,8.2
2912 統一超,2010-04-30,24380,90,66.09
3008 大立光,2010-04-30,4927,520,448.07
3045 台灣大,2010-04-30,40354,60.2,40.24
3481 群創,2010-04-30,110201,46.15,38.69
4904 遠傳,2010-04-30,22726,38.25,24.23
6505 台塑化,2010-04-30,12278,82.8,60.8
9904 寶成,2010-04-30,87790,26.95,17.67
0050 元大台灣50,2010-04-30,34510,54.8,41.91
1101 台泥,2010-05-07,122733,25.4,14.59
1102 亞泥,2010-05-07,38456,27.6,16.17
1216 統一,2010-05-07,60775,33.2,17.07
1301 台塑,2010-05-07,48124,66.5,43.52
1303 南亞,2010-05-07,49014,61.6,41.96
1326 台化,2010-05-07,44487,76.8,49.86
1402 遠東新,2010-05-07,73037,32.7,19.79
2002 中鋼,2010-05-07,230122,31.55,20.45
2105 正新,2010-05-07,36739,65.9,24.83
2301 光寶科,2010-05-07,40507,38.7,21.5
2303 聯電,2010-05-07,340319,14.8,10.14
2308 台達電,2010-05-07,29677,98.5,69.73
2317 鴻海,2010-05-07,135323,139.5,69.74
2327 國巨,2010-05-07,143526,14.35,38.17
2330 台積電,2010-05-07,269099,59.4,43.27
2354 鴻準,2010-05-07,24607,125.5,72.67
2357 華碩,2010-05-07,184462,52.5,118.42
2382 廣達,2010-05-07,73331,57.1,34.54
2395 研華,2010-05-07,5819,67,36.96
2408 南亞科,2010-05-07,41112,25.3,199.25
2409 友達,2010-05-07,347391,33.8,26
2412 中華電,2010-05-07,135358,60.8,46.5
2454 聯發科,2010-05-07,26631,529,357.33
2474 可成,2010-05-07,27121,79,60.71
2492 華新科,2010-05-07,74263,21,21.5
2801 彰銀,2010-05-07,52870,13.4,7.23
2823 中壽,2010-05-07,37399,24.8,9.62
2880 華南金,2010-05-07,33557,17.3,8.31
2881 富邦金,2010-05-07,112941,36.25,21.98
2882 國泰金,2010-05-07,160985,49.65,29.85
2883 開發金,2010-05-07,109207,8.33,5.49
2884 玉山金,2010-05-07,45387,13.2,5.53
2885 元大金,2010-05-07,137703,17.55,11.44
2886 兆豐金,2010-05-07,75946,17.35,10.5
2887 台新金,2010-05-07,133107,11.7,5.25
2890 永豐金,2010-05-07,101156,10,5.18
2891 中信金,2010-05-07,172508,16.85,7.37
2892 第一金,2010-05-07,90382,16.55,7.82
2912 統一超,2010-05-07,20197,83.7,61.47
3008 大立光,2010-05-07,8773,514,442.9
3045 台灣大,2010-05-07,53740,59.5,39.77
3481 群創,2010-05-07,218099,39,32.7
4904 遠傳,2010-05-07,30076,37.9,24
6505 台塑化,2010-05-07,14358,80.1,58.82
9904 寶成,2010-05-07,66587,25.4,16.66
0050 元大台灣50,2010-05-07,94735,51.95,39.73
1101 台泥,2010-05-14,59038,26.9,15.45
1102 亞泥,2010-05-14,22583,28.4,16.64
1216 統一,2010-05-14,35373,34.05,17.51
1301 台塑,2010-05-14,37213,67.9,44.43
1303 南亞,2010-05-14,44278,62.4,42.51
1326 台化,2010-05-14,30456,77.4,50.25
1402 遠東新,2010-05-14,42391,33.9,20.52
2002 中鋼,2010-05-14,118730,31.7,20.54
2105 正新,2010-05-14,24245,68.8,25.92
2301 光寶科,2010-05-14,31016,39.35,21.86
2303 聯電,2010-05-14,235145,15.2,10.41
2308 台達電,2010-05-14,34774,101.5,71.86
2317 鴻海,2010-05-14,90962,143.5,71.74
2327 國巨,2010-05-14,157145,15.4,40.96
2330 台積電,2010-05-14,228900,61.2,44.58
2354 鴻準,2010-05-14,18487,129,74.7
2357 華碩,2010-05-14,140242,50.5,113.91
2382 廣達,2010-05-14,45963,58.3,35.26
2395 研華,2010-05-14,2610,68.9,38.01
2408 南亞科,2010-05-14,35305,27.2,214.21
2409 友達,2010-05-14,195870,34.2,26.31
2412 中華電,2010-05-14,73715,61.6,47.11
2454 聯發科,2010-05-14,15907,525,354.62
2474 可成,2010-05-14,26218,80,61.48
2492 華新科,2010-05-14,74680,21,21.5
2801 彰銀,2010-05-14,57844,13.8,7.45
2823 中壽,2010-05-14,72691,26.7,10.36
2880 華南金,2010-05-14,33602,18.05,8.67
2881 富邦金,2010-05-14,104770,38.4,23.29
2882 國泰金,2010-05-14,108650,51,30.66
2883 開發金,2010-05-14,76741,8.7,5.74
2884 玉山金,2010-05-14,40879,13.95,5.84
2885 元大金,2010-05-14,205463,18.75,12.23
2886 兆豐金,2010-05-14,74724,17.75,10.74
2887 台新金,2010-05-14,189628,12.6,5.65
2890 永豐金,2010-05-14,110335,10.4,5.39
2891 中信金,2010-05-14,222759,17.5,7.65
2892 第一金,2010-05-14,70369,17.2,8.12
2912 統一超,2010-05-14,15795,85.6,62.86
3008 大立光,2010-05-14,5510,515,443.76
3045 台灣大,2010-05-14,31155,60,40.1
3481 群創,2010-05-14,142756,39.6,33.2
4904 遠傳,2010-05-14,31931,37.85,23.97
6505 台塑化,2010-05-14,14414,81.7,59.99
9904 寶成,2010-05-14,35034,26.1,17.11
0050 元大台灣50,2010-05-14,49184,53.1,40.61
1101 台泥,2010-05-21,48086,25.95,14.91
1102 亞泥,2010-05-21,38680,26.6,15.58
1216 統一,2010-05-21,36734,32.2,16.56
1301 台塑,2010-05-21,37264,64.5,42.21
1303 南亞,2010-05-21,75089,56.9,38.76
1326 台化,2010-05-21,43006,73,47.39
1402 遠東新,2010-05-21,40064,30.7,18.58
2002 中鋼,2010-05-21,148517,30.25,19.6
2105 正新,2010-05-21,19191,66.8,25.17
2301 光寶科,2010-05-21,37073,35.55,19.75
2303 聯電,2010-05-21,253408,14,9.59
2308 台達電,2010-05-21,23504,98,69.38
2317 鴻海,2010-05-21,124604,131,65.49
2327 國巨,2010-05-21,119779,13.15,34.98
2330 台積電,2010-05-21,233295,58.8,42.83
2354 鴻準,2010-05-21,21644,117.5,68.04
2357 華碩,2010-05-21,51013,48.3,113.69
2382 廣達,2010-05-21,79107,53.7,32.48
2395 研華,2010-05-21,3474,66.3,36.57
2408 南亞科,2010-05-21,63891,23.8,187.43
2409 友達,2010-05-21,359417,30.05,23.12
2412 中華電,2010-05-21,95736,61.8,47.27
2454 聯發科,2010-05-21,25170,493,333.01
2474 可成,2010-05-21,32502,70.4,54.1
2492 華新科,2010-05-21,30450,17.5,17.92
2801 彰銀,2010-05-21,55652,13,7.02
2823 中壽,2010-05-21,57142,24.45,9.49
2880 華南金,2010-05-21,21150,17.2,8.26
2881 富邦金,2010-05-21,79352,36.1,21.89
2882 國泰金,2010-05-21,84841,46.6,28.02
2883 開發金,2010-05-21,67227,8.15,5.37
2884 玉山金,2010-05-21,24154,12.85,5.38
2885 元大金,2010-05-21,119043,17.1,11.15
2886 兆豐金,2010-05-21,51217,16.8,10.16
2887 台新金,2010-05-21,127635,11.45,5.13
2890 永豐金,2010-05-21,73125,9.65,5
2891 中信金,2010-05-21,133407,16.15,7.06
2892 第一金,2010-05-21,59998,16.15,7.63
2912 統一超,2010-05-21,17179,88.1,64.7
3008 大立光,2010-05-21,5566,471.5,406.28
3045 台灣大,2010-05-21,21811,60.4,40.37
3481 群創,2010-05-21,201713,35.75,29.97
4904 遠傳,2010-05-21,21278,38,24.07
6505 台塑化,2010-05-21,15596,78.6,57.72
9904 寶成,2010-05-21,38453,24.4,16
0050 元大台灣50,2010-05-21,77704,49.75,38.05
1101 台泥,2010-05-28,54384,27,15.51
1102 亞泥,2010-05-28,35395,27.5,16.11
1216 統一,2010-05-28,57813,32.8,16.87
1301 台塑,2010-05-28,55239,64.2,42.01
1303 南亞,2010-05-28,96748,52,35.42
1326 台化,2010-05-28,52069,70.4,45.7
1402 遠東新,2010-05-28,50191,31.55,19.1
2002 中鋼,2010-05-28,165131,30.35,19.67
2105 正新,2010-05-28,26816,66.8,25.17
2301 光寶科,2010-05-28,36362,36.35,20.19
2303 聯電,2010-05-28,193903,14.35,9.83
2308 台達電,2010-05-28,23766,100,70.79
2317 鴻海,2010-05-28,159921,127,63.49
2327 國巨,2010-05-28,140982,13.9,36.97
2330 台積電,2010-05-28,230223,58.7,42.76
2354 鴻準,2010-05-28,28920,118,68.33
2382 廣達,2010-05-28,70262,57.6,34.84
2395 研華,2010-05-28,4076,66.9,36.9
2408 南亞科,2010-05-28,42662,25.9,203.97
2409 友達,2010-05-28,235434,30.95,23.81
2412 中華電,2010-05-28,128809,61.3,46.89
2454 聯發科,2010-05-28,21595,514,347.19
2474 可成,2010-05-28,37362,77.9,59.87
2492 華新科,2010-05-28,38818,17.7,18.12
2801 彰銀,2010-05-28,130024,12.7,6.85
2823 中壽,2010-05-28,122011,24.75,9.6
2880 華南金,2010-05-28,38061,17.65,8.48
2881 富邦金,2010-05-28,100155,36.4,22.07
2882 國泰金,2010-05-28,134016,46.95,28.23
2883 開發金,2010-05-28,93030,8.13,5.36
2884 玉山金,2010-05-28,31252,12.6,5.27
2885 元大金,2010-05-28,255394,17,11.08
2886 兆豐金,2010-05-28,59862,16.8,10.16
2887 台新金,2010-05-28,122065,11.25,5.04
2890 永豐金,2010-05-28,85951,9.51,4.93
2891 中信金,2010-05-28,155851,16.35,7.15
2892 第一金,2010-05-28,63283,16.45,7.77
2912 統一超,2010-05-28,14633,89.6,65.8
3008 大立光,2010-05-28,8364,514,442.9
3045 台灣大,2010-05-28,19755,60.7,40.57
3481 群創,2010-05-28,134730,36.1,30.27
4904 遠傳,2010-05-28,16013,38.1,24.13
6505 台塑化,2010-05-28,18820,75.4,55.37
9904 寶成,2010-05-28,54442,24.25,15.9
0050 元大台灣50,2010-05-28,69328,49.87,38.14
1101 台泥,2010-06-04,32006,27.05,15.54
1102 亞泥,2010-06-04,16515,27.55,16.14
1216 統一,2010-06-04,30647,33,16.97
1301 台塑,2010-06-04,44564,64.2,42.01
1303 南亞,2010-06-04,47677,51.9,35.35
1326 台化,2010-06-04,27764,69.5,45.12
1402 遠東新,2010-06-04,44837,32.85,19.88
2002 中鋼,2010-06-04,95514,30.25,19.6
2105 正新,2010-06-04,13309,66.6,25.09
2301 光寶科,2010-06-04,23404,35.3,19.61
2303 聯電,2010-06-04,210782,14.65,10.03
2308 台達電,2010-06-04,29820,100,70.79
2317 鴻海,2010-06-04,265380,124.5,62.24
2327 國巨,2010-06-04,63173,14.05,37.37
2330 台積電,2010-06-04,181350,61,44.44
2354 鴻準,2010-06-04,21102,114.5,66.3
2382 廣達,2010-06-04,30863,58,35.08
2395 研華,2010-06-04,3644,68.6,37.84
2408 南亞科,2010-06-04,26925,26.15,205.94
2409 友達,2010-06-04,145636,30.7,23.62
2412 中華電,2010-06-04,57897,61.8,47.27
2454 聯發科,2010-06-04,17476,527,355.98
2474 可成,2010-06-04,16603,77.3,59.41
2492 華新科,2010-06-04,22169,18.3,18.74
2801 彰銀,2010-06-04,64997,12.75,6.88
2823 中壽,2010-06-04,34281,25.1,9.74
2880 華南金,2010-06-04,13718,17.8,8.55
2881 富邦金,2010-06-04,56452,36.85,22.35
2882 國泰金,2010-06-04,76741,45.95,27.63
2883 開發金,2010-06-04,49730,8.21,5.41
2884 玉山金,2010-06-04,16228,12.7,5.32
2885 元大金,2010-06-04,117524,16.8,10.95
2886 兆豐金,2010-06-04,51840,16.55,10.01
2887 台新金,2010-06-04,50312,11.45,5.13
2890 永豐金,2010-06-04,69044,9.64,5
2891 中信金,2010-06-04,122339,16.25,7.1
2892 第一金,2010-06-04,46228,16.45,7.77
2912 統一超,2010-06-04,12782,90.7,66.61
3008 大立光,2010-06-04,6312,526,453.24
3045 台灣大,2010-06-04,20196,61.8,41.31
3481 群創,2010-06-04,89076,35.4,29.68
4904 遠傳,2010-06-04,13898,38.5,24.38
6505 台塑化,2010-06-04,11702,77,56.54
9904 寶成,2010-06-04,27145,24.4,16
0050 元大台灣50,2010-06-04,27217,50.05,38.28
1101 台泥,2010-06-11,28503,27.3,15.68
1102 亞泥,2010-06-11,23652,28.35,16.61
1216 統一,2010-06-11,55955,33.6,17.28
1301 台塑,2010-06-11,34833,64.9,42.47
1303 南亞,2010-06-11,38121,52.4,35.69
1326 台化,2010-06-11,23019,71,46.09
1402 遠東新,2010-06-11,34463,33.5,20.28
2002 中鋼,2010-06-11,103238,30,19.44
2105 正新,2010-06-11,21735,64.4,24.26
2301 光寶科,2010-06-11,40807,36.05,20.03
2303 聯電,2010-06-11,250646,14.3,9.79
2308 台達電,2010-06-11,32658,96.6,68.39
2317 鴻海,2010-06-11,398234,118.5,59.24
2327 國巨,2010-06-11,89266,14.15,37.64
2330 台積電,2010-06-11,228327,60.5,44.07
2354 鴻準,2010-06-11,47955,108,62.54
2382 廣達,2010-06-11,39832,57.7,34.9
2395 研華,2010-06-11,3959,69.6,38.39
2408 南亞科,2010-06-11,19571,25,196.88
2409 友達,2010-06-11,274265,30.4,23.39
2412 中華電,2010-06-11,69815,62.8,48.03
2454 聯發科,2010-06-11,20595,521,351.92
2474 可成,2010-06-11,59895,69.1,53.1
2492 華新科,2010-06-11,16271,17.85,18.28
2801 彰銀,2010-06-11,54228,12.95,6.99
2823 中壽,2010-06-11,34261,24.4,9.47
2880 華南金,2010-06-11,17017,17.95,8.62
2881 富邦金,2010-06-11,129825,35.75,21.68
2882 國泰金,2010-06-11,129356,45.5,27.36
2883 開發金,2010-06-11,50939,8.28,5.46
2884 玉山金,2010-06-11,18312,12.85,5.38
2885 元大金,2010-06-11,126653,17,11.08
2886 兆豐金,2010-06-11,68754,17.05,10.31
2887 台新金,2010-06-11,66232,11.55,5.18
2890 永豐金,2010-06-11,68614,9.8,5.08
2891 中信金,2010-06-11,148603,17.1,7.48
2892 第一金,2010-06-11,51027,16.6,7.84
2912 統一超,2010-06-11,18168,95.5,70.13
3008 大立光,2010-06-11,6658,520,448.07
3045 台灣大,2010-06-11,33253,64.2,42.91
3481 群創,2010-06-11,103544,34.05,28.55
4904 遠傳,2010-06-11,21923,39.9,25.27
6505 台塑化,2010-06-11,10169,77.7,57.06
9904 寶成,2010-06-11,29644,24.35,15.97
0050 元大台灣50,2010-06-11,41827,49.62,37.95
1101 台泥,2010-06-18,39364,27.8,15.97
1102 亞泥,2010-06-18,19720,29.25,17.14
1216 統一,2010-06-18,49336,34.65,17.82
1301 台塑,2010-06-18,40593,67.7,44.3
1303 南亞,2010-06-18,45470,54.8,37.33
1326 台化,2010-06-18,25745,72.8,47.26
1402 遠東新,2010-06-18,33224,34.8,21.06
2002 中鋼,2010-06-18,76456,30.5,19.76
2105 正新,2010-06-18,24322,66.2,24.94
2301 光寶科,2010-06-18,31084,38.1,21.17
2303 聯電,2010-06-18,207547,14.95,10.24
2308 台達電,2010-06-18,32700,104.5,73.98
2317 鴻海,2010-06-18,112325,123,61.49
2327 國巨,2010-06-18,64272,14.4,38.3
2330 台積電,2010-06-18,190838,62.7,45.67
2354 鴻準,2010-06-18,16321,110.5,63.98
2382 廣達,2010-06-18,21802,58.5,35.38
2395 研華,2010-06-18,3974,70.5,38.89
2408 南亞科,2010-06-18,39476,26.7,210.27
2409 友達,2010-06-18,187282,30.85,23.73
2412 中華電,2010-06-18,65954,63.9,48.87
2454 聯發科,2010-06-18,40261,496,335.04
2474 可成,2010-06-18,12896,69.6,53.49
2492 華新科,2010-06-18,14516,18.55,18.99
2801 彰銀,2010-06-18,43967,13.15,7.1
2823 中壽,2010-06-18,40242,25.75,9.99
2880 華南金,2010-06-18,22523,18.7,8.98
2881 富邦金,2010-06-18,63114,37,22.44
2882 國泰金,2010-06-18,94376,47.7,28.68
2883 開發金,2010-06-18,62462,8.55,5.64
2884 玉山金,2010-06-18,16997,13.45,5.63
2885 元大金,2010-06-18,71233,17.3,11.28
2886 兆豐金,2010-06-18,63500,17.55,10.62
2887 台新金,2010-06-18,109031,12.25,5.49
2890 永豐金,2010-06-18,59541,10.05,5.21
2891 中信金,2010-06-18,128156,17.5,7.65
2892 第一金,2010-06-18,39642,17.05,8.05
2912 統一超,2010-06-18,9954,94.9,69.69
3008 大立光,2010-06-18,3409,525,452.37
3045 台灣大,2010-06-18,24389,65,43.45
3481 群創,2010-06-18,84919,35.65,29.89
4904 遠傳,2010-06-18,14366,39.95,25.3
6505 台塑化,2010-06-18,12017,81.3,59.7
9904 寶成,2010-06-18,27319,24.9,16.33
0050 元大台灣50,2010-06-18,22527,50.9,38.93
1101 台泥,2010-06-25,40691,27.7,15.91
1102 亞泥,2010-06-25,16088,29,16.99
1216 統一,2010-06-25,49498,35.75,18.39
1301 台塑,2010-06-25,31818,66.2,43.32
1303 南亞,2010-06-25,49220,51.9,35.35
1326 台化,2010-06-25,26559,72.7,47.2
1402 遠東新,2010-06-25,37087,34,20.58
2002 中鋼,2010-06-25,95188,30.4,19.7
2105 正新,2010-06-25,25929,66.8,25.17
2301 光寶科,2010-06-25,21610,37,20.56
2303 聯電,2010-06-25,178538,14.35,9.83
2308 台達電,2010-06-25,22221,104,73.63
2317 鴻海,2010-06-25,108250,120.5,60.24
2327 國巨,2010-06-25,66791,13.8,36.7
2330 台積電,2010-06-25,204936,61.4,44.73
2354 鴻準,2010-06-25,23065,112.5,65.14
2357 華碩,2010-06-25,17709,253,127.78
2382 廣達,2010-06-25,40195,59.3,35.87
2395 研華,2010-06-25,7758,72.3,39.88
2408 南亞科,2010-06-25,39978,26.6,209.49
2409 友達,2010-06-25,172221,30.45,23.42
2412 中華電,2010-06-25,48644,63.3,48.41
2454 聯發科,2010-06-25,30448,482,325.58
2474 可成,2010-06-25,19641,70.8,54.41
2492 華新科,2010-06-25,14575,17.95,18.38
2801 彰銀,2010-06-25,120316,14.05,7.58
2823 中壽,2010-06-25,62483,26.3,10.2
2880 華南金,2010-06-25,25513,19.05,9.15
2881 富邦金,2010-06-25,74835,37,22.44
